1167	2287
1168	1652
1169	1169
1170	950
1171	2951
1172	2225
1173	1528
1174	1102
1175	779
1176	2339
1177	1678
1178	1253
1179	883
1180	2764
1181	1910
1182	1462
1183	1092
1184	822
1185	2679
1186	2023
1187	1469
1188	1130
1189	843
1190	2756
1191	1946
1192	1432
1193	1132
1194	891
1195	2869
1196	2164
1197	1575
1198	1205
1199	874
1200	2694
1201	2032
1202	1605
1203	1140
1204	850
1205	2572
1206	2028
1207	1409
1208	1107
1209	775
1210	2440
1211	1757
1212	1406
1213	1051
1214	783
1215	2641
1216	1930
1217	1319
1218	938
1219	3003
1220	2330
1221	1725
1222	1220
1223	875
1224	2771
1225	1981
1226	1406
1227	1068
1228	741
1229	2313
1230	1811
1231	1403
1232	1100
1233	819
1234	2601
1235	1947
1236	1461
1237	1121
1238	835
1239	2714
1240	1996
1241	1571
1242	1133
1243	906
1244	2914
1245	2070
1246	1492
1247	1128
1248	798
1249	2645
1250	2003
1251	1478
1252	1122
1253	750
1254	2422
1255	1714
1256	1324
1257	975
1258	3110
1259	2255
1260	1678
1261	1289
1262	891
1263	2835
1264	2162
1265	1638
1266	1215
1267	866
1268	2760
1269	1994
1270	1510
1271	1001
1272	707
1273	2214
1274	1575
1275	1231
1276	922
1277	3044
1278	2233
1279	1571
1280	1275
1281	962
1282	3162
1283	2105
1284	1557
1285	1173
1286	831
1287	2779
1288	1969
1289	1413
1290	1131
1291	804
1292	2698
1293	2117
1294	1603
1295	1283
1296	943
1297	3022
1298	2148
1299	1776
1300	1339
1301	987
1302	3202
1303	2260
1304	1752
1305	1236
1306	831
1307	2587
1308	1989
1309	1543
1310	1120
1311	953
1312	2930
1313	2154
1314	1505
1315	1171
1316	865
1317	2819
1318	2090
1319	1655
1320	1225
1321	921
1322	2934
1323	2284
1324	1631
1325	1138
1326	919
1327	2981
1328	2209
1329	1605
1330	1192
1331	799
1332	2611
1333	1998
1334	1505
1335	1205
1336	922
1337	2892
1338	2107
1339	1478
1340	1078
1341	833
1342	2667
1343	1875
1344	1304
1345	991
1346	3070
1347	2328
1348	1675
1349	1180
1350	843
1351	2593
1352	1891
1353	1378
1354	1065
1355	772
1356	2463
1357	1779
1358	1394
1359	1063
1360	822
1361	2778
1362	2127
1363	1637
1364	1187
1365	918
1366	2918
1367	2199
1368	1760
1369	1292
1370	983
1371	3182
1372	2481
1373	1810
1374	1220
1375	907
1376	3115
1377	2390
1378	1807
1379	1299
1380	965
1381	2966
1382	2393
1383	1685
1384	1322
1385	999
1386	3075
1387	2490
1388	1755
1389	1258
1390	936
1391	3080
1392	2228
1393	1611
1394	1233
1395	964
1396	3084
1397	2137
1398	1502
1399	1152
1400	782
1401	2553
1402	1799
1403	1362
1404	929
1405	2927
1406	2278
1407	1756
1408	1302
1409	941
1410	3075
1411	2385
1412	1766
1413	1325
1414	905
1415	2738
1416	1904
1417	1418
1418	1027
1419	793
1420	2529
1421	1846
1422	1391
1423	1063
1424	720
1425	2254
1426	1601
1427	1078
1428	838
1429	2732
1430	2191
1431	1633
1432	1152
1433	827
1434	2492
1435	1793
1436	1383
1437	1016
1438	813
1439	2698
1440	2004
1441	1364
1442	956
1443	2998
1444	2217
1445	1611
1446	1195
1447	919
1448	2988
1449	2367
1450	1664
1451	1229
1452	860
1453	2601
1454	1868
1455	1456
1456	1061
1457	805
1458	2553
1459	1970
1460	1393
1461	1055
1462	752
1463	2432
1464	1875
1465	1394
1466	922
1467	2814
1468	2068
1469	1519
1470	1201
1471	887
1472	2857
1473	2156
1474	1570
1475	1183
1476	870
1477	2674
1478	1894
1479	1543
1480	1150
1481	867
1482	2652
1483	1880
1484	1367
1485	1039
1486	716
1487	2195
1488	1723
1489	1347
1490	857
1491	2709
1492	1915
1493	1370
1494	981
1495	3025
1496	2287
1497	1821
1498	1277
1499	1068
1500	822
1501	2680
1502	2022
1503	1509
1504	1060
1505	885
1506	2849
1507	2062
1508	1478
1509	1043
1510	774
1511	2528
1512	1862
1513	1324
1514	1013
1515	720
1516	2284
1517	1733
1518	1238
1519	925
1520	2829
1521	2015
1522	1558
1523	1196
1524	922
1525	2832
1526	2228
1527	1700
1528	1301
1529	978
1530	3065
1531	2425
1532	1921
1533	1458
1534	1122
1535	821
1536	2469
1537	1889
1538	1498
1539	1143
1540	951
1541	3031
1542	2333
1543	1725
1544	1343
1545	949
1546	3013
1547	2287
1548	1605
1549	1324
1550	1007
1551	750
1552	2439
1553	1741
1554	1131
1555	824
1556	2544
1557	1808
1558	1300
1559	937
1560	3104
1561	2276
1562	1682
1563	1369
1564	1023
1565	717
1566	2307
1567	1774
1568	1342
1569	985
1570	3156
1571	2460
1572	1861
1573	1430
1574	959
1575	2995
1576	2127
1577	1470
1578	1106
1579	972
1580	3085
1581	2305
1582	1785
1583	1384
1584	1040
1585	725
1586	2274
1587	1631
1588	1120
1589	811
1590	2492
1591	1887
1592	1376
1593	975
1594	3268
1595	2465
1596	1993
1597	1443
1598	1168
1599	923
1600	3070
1601	2237
1602	1756
1603	1306
1604	1000
1605	714
1606	2408
1607	1858
1608	1477
1609	1112
1610	846
1611	2845
1612	2208
1613	1773
1614	1480
1615	1039
1616	808
1617	2822
1618	2088
1619	1679
1620	1289
1621	1041
1622	816
1623	2819
1624	2228
1625	1870
1626	1586
1627	1248
1628	997
1629	3606
1630	2820
1631	2353
1632	2003
1633	1699
1634	1259
1635	1029
1636	760
1637	2761
1638	2356
1639	1850
1640	1539
1641	1259
1642	1087
1643	830
1644	2955
1645	2479
1646	2083
1647	1668
1648	1344
1649	1134
1650	981
1651	3521
1652	2813
1653	2316
1654	1935
1655	1679
1656	1324
1657	1036
1658	976
1659	3503
1660	2925
1661	2541
1662	2197
1663	1927
1664	1554
1665	1250
1666	1006
1667	738
1668	2656
1669	2161
1670	1715
1671	1517
1672	1287
1673	1047
1674	797
1675	3007
1676	2436
1677	1913
1678	1577
1679	1345
1680	1114
1681	932
1682	3302
1683	2510
1684	2211
1685	1779
1686	1343
1687	1096
1688	798
1689	2859
1690	2355
1691	1907
1692	1623
1693	1410
1694	1169
1695	1063
1696	897
1697	3203
1698	2721
1699	2172
1700	1765
1701	1452
1702	1231
1703	1097
1704	874
1705	3147
1706	2879
1707	2387
1708	2015
1709	1652
1710	1333
1711	1054
1712	809
1713	2925
1714	2501
1715	2111
1716	1788
1717	1591
1718	1294
1719	1063
1720	965
1721	3483
1722	2840
1723	2175
1724	1717
1725	1446
1726	1238
1727	1026
1728	874
1729	3133
1730	2535
1731	2029
1732	1563
1733	1363
1734	1087
1735	907
1736	3152
1737	2616
1738	2087
1739	1788
1740	1517
1741	1311
1742	1164
1743	1072
1744	914
1745	3350
1746	2692
1747	2235
1748	1861
1749	1553
1750	1391
1751	1112
1752	906
1753	3300
1754	2777
1755	2445
1756	1975
1757	1627
1758	1225
1759	953
1760	3367
1761	2763
1762	2259
1763	1835
1764	1525
1765	1217
1766	1071
1767	939
1768	3299
1769	2648
1770	2093
1771	1646
1772	1310
1773	1095
1774	937
1775	3405
1776	2872
1777	2403
1778	1953
1779	1424
1780	1137
1781	959
1782	3559
1783	3087
1784	2399
1785	1981
1786	1653
1787	1506
1788	1302
1789	980
1790	3314
1791	2708
1792	2341
1793	1991
1794	1646
1795	1467
1796	1092
1797	970
1798	3456
1799	2697
1800	2275
1801	1985
1802	1693
1803	1433
1804	1215
1805	1058
1806	881
1807	3243
1808	2651
1809	2182
1810	1838
1811	1414
1812	1216
1813	957
1814	3412
1815	2703
1816	2217
1817	1677
1818	1353
1819	1072
1820	944
1821	3457
1822	2829
1823	2320
1824	1913
1825	1530
1826	1147
1827	860
1828	3024
1829	2572
1830	2174
1831	1854
1832	1568
1833	1290
1834	1124
1835	950
1836	3435
1837	2975
1838	2525
1839	1884
1840	1366
1841	1211
1842	1102
1843	928
1844	3311
1845	2584
1846	2262
1847	1837
1848	1459
1849	1210
1850	1011
1851	857
1852	3042
1853	2437
1854	1986
1855	1668
1856	1354
1857	1116
1858	858
1859	3104
1860	2478
1861	2049
1862	1679
1863	1464
1864	1231
